e5977.dsce9.akamaiedge.net,e1864.dscd.akamaiedge.net,0.77
trouter2-azsc-usce-2-b.cloudapp.net,trouter2-uswc-0-b.cloudapp.net,0.77
e7178.f.akamaiedge.net,e8960.b.akamaiedge.net,0.77
e16841.dsca.akamaiedge.net,e4518.dscx.akamaiedge.net,0.77
e1329.g.akamaiedge.net,e8091.a.akamaiedge.net,0.77
a1744.dscg2.akamai.net,a1863.dscb.akamai.net,0.77
e27063.dscb.akamaiedge.net,e4518.dscx.akamaiedge.net,0.77
e11356.g.akamaiedge.net,e19254.dscg.akamaiedge.net,0.77
e27063.dscb.akamaiedge.net,e16126.dscg.akamaiedge.net,0.77
e27063.dscb.akamaiedge.net,e4117.dscg.akamaiedge.net,0.77
e27063.dscb.akamaiedge.net,e12767.d.akamaiedge.net,0.77
e1329.g.akamaiedge.net,e8960.b.akamaiedge.net,0.77
e27063.dscb.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.78
e28142.dscg.akamaiedge.net,e9478.dscx.akamaiedge.net,0.77
e16126.dscg.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.78
e4728.x.akamaiedge.net,e8960.b.akamaiedge.net,0.77
e7178.f.akamaiedge.net,e1329.g.akamaiedge.net,0.77
e16841.dsca.akamaiedge.net,e9478.dscx.akamaiedge.net,0.77
a1333.r.akamai.net,a1947.z.akamai.net,0.78
e4728.x.akamaiedge.net,e12767.d.akamaiedge.net,0.78
e9858.dscx.akamaiedge.net,e27063.dscb.akamaiedge.net,0.77
e13646.a.akamaiedge.net,e12767.d.akamaiedge.net,0.78
rain.colorado.edu,amath.colorado.edu,0.78
e607.d.akamaiedge.net,e9533.l.akamaiedge.net,0.77
e607.d.akamaiedge.net,e13646.a.akamaiedge.net,0.78
d3176133.iavs9x.u.avast.com,r9319236.iavs9x.u.avast.com,0.78
e10087.b.akamaiedge.net,e1329.g.akamaiedge.net,0.78
www.wip.ncbi.nlm.nih.gov,eutils.wip.ncbi.nlm.nih.gov,0.78
e16841.dsca.akamaiedge.net,e13646.a.akamaiedge.net,0.77
e12358.g.akamaiedge.net,e9533.l.akamaiedge.net,0.78
oit.colorado.edu,amath.colorado.edu,0.78
e1329.g.akamaiedge.net,e9533.l.akamaiedge.net,0.77
e13646.a.akamaiedge.net,e12358.g.akamaiedge.net,0.78
e607.d.akamaiedge.net,e4728.x.akamaiedge.net,0.77
otis.colorado.edu,eefus.colorado.edu,0.78
e12767.d.akamaiedge.net,e11356.g.akamaiedge.net,0.78
a1737.b.akamai.net,a248.b.akamai.net,0.78
eefus.colorado.edu,emm.colorado.edu,0.78
e13646.a.akamaiedge.net,e10087.b.akamaiedge.net,0.78
a1051.b.akamai.net,a1962.z.akamai.net,0.78
wdatp-prd-weu-6.westeurope.cloudapp.azure.com,wdatp-prd-eus2-6.eastus2.cloudapp.azure.com,0.78
a1737.b.akamai.net,a1962.z.akamai.net,0.78
b7210692.iavs9x.u.avast.com,y9830512.iavs9x.u.avast.com,0.78
e10198.b.akamaiedge.net,e13646.a.akamaiedge.net,0.78
e10198.b.akamaiedge.net,e12767.d.akamaiedge.net,0.78
e7178.f.akamaiedge.net,e12767.d.akamaiedge.net,0.78
india.colorado.edu,rain.colorado.edu,0.78
e7178.f.akamaiedge.net,e10087.b.akamaiedge.net,0.78
e10198.b.akamaiedge.net,e607.d.akamaiedge.net,0.78
a1737.b.akamai.net,a1991.d.akamai.net,0.78
e8652.dscx.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.78
e12767.d.akamaiedge.net,e1329.g.akamaiedge.net,0.78
e10087.b.akamaiedge.net,e8091.a.akamaiedge.net,0.78
e13646.a.akamaiedge.net,e1597.x.akamaiedge.net,0.78
e7178.f.akamaiedge.net,e12358.g.akamaiedge.net,0.78
e7178.f.akamaiedge.net,e11356.g.akamaiedge.net,0.78
e13646.a.akamaiedge.net,e12322.b.akamaiedge.net,0.78
a1333.r.akamai.net,a1991.d.akamai.net,0.78
e12322.b.akamaiedge.net,e1597.x.akamaiedge.net,0.78
e9478.dscx.akamaiedge.net,e6913.dscx.akamaiedge.net,0.84
e4728.x.akamaiedge.net,e12322.b.akamaiedge.net,0.78
e8652.dscx.akamaiedge.net,e6913.dscx.akamaiedge.net,0.84
e607.d.akamaiedge.net,e8091.a.akamaiedge.net,0.82
e10087.b.akamaiedge.net,e12358.g.akamaiedge.net,0.78
e8091.a.akamaiedge.net,e8960.b.akamaiedge.net,0.82
e4518.dscapi7.akamaiedge.net,e4117.dscg.akamaiedge.net,0.79
e16126.dscg.akamaiedge.net,e28142.dscg.akamaiedge.net,0.85
e4728.x.akamaiedge.net,e4518.dscx.akamaiedge.net,0.8
e9858.dscx.akamaiedge.net,e9478.dscx.akamaiedge.net,0.92
e16841.dsca.akamaiedge.net,e19254.dscg.akamaiedge.net,0.81
e19254.dscg.akamaiedge.net,e1864.dscd.akamaiedge.net,0.85
e10198.b.akamaiedge.net,e10087.b.akamaiedge.net,0.87
e14488.dscw.akamaiedge.net,e19254.dscg.akamaiedge.net,0.81
e27063.dscb.akamaiedge.net,e28142.dscg.akamaiedge.net,0.81
e10198.b.akamaiedge.net,e1329.g.akamaiedge.net,0.83
e13646.a.akamaiedge.net,e1329.g.akamaiedge.net,0.83
e4728.x.akamaiedge.net,e7178.f.akamaiedge.net,0.82
e19254.dscg.akamaiedge.net,e4117.dscg.akamaiedge.net,0.81
e10087.b.akamaiedge.net,e11356.g.akamaiedge.net,0.78
otis.colorado.edu,india.colorado.edu,0.78
e14488.dscw.akamaiedge.net,e1864.dscd.akamaiedge.net,0.81
e16841.dsca.akamaiedge.net,e8652.dscx.akamaiedge.net,0.81
onedscolprdwus11.westus.cloudapp.azure.com,onedscolprduks00.uksouth.cloudapp.azure.com,0.79
e16841.dsca.akamaiedge.net,e1864.dscd.akamaiedge.net,0.85
e13646.a.akamaiedge.net,e11356.g.akamaiedge.net,0.83
e19254.dscg.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.78
e9858.dscx.akamaiedge.net,e28142.dscg.akamaiedge.net,0.81
e12767.d.akamaiedge.net,e12358.g.akamaiedge.net,0.83
e12322.b.akamaiedge.net,e11356.g.akamaiedge.net,0.83
a1947.z.akamai.net,a248.b.akamai.net,0.78
e12322.b.akamaiedge.net,e8960.b.akamaiedge.net,0.78
e607.d.akamaiedge.net,e7178.f.akamaiedge.net,0.82
a1991.d.akamai.net,a1962.z.akamai.net,0.83
a1961.g2.akamai.net,a1962.z.akamai.net,0.84
e1597.x.akamaiedge.net,e11356.g.akamaiedge.net,0.78
e5977.dsce9.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.81
rain.colorado.edu,oit.colorado.edu,0.82
ns-1419.awsdns-49.org,ns-1210.awsdns-23.org,0.81
phet.colorado.edu,amath.colorado.edu,0.78
e607.d.akamaiedge.net,e1597.x.akamaiedge.net,0.82
e9858.dscx.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.81
e10198.b.akamaiedge.net,e1597.x.akamaiedge.net,0.83
netdrms02.nispdc.nso.edu,netdrms01.nispdc.nso.edu,0.96
india.colorado.edu,oit.colorado.edu,0.78
e12767.d.akamaiedge.net,e10087.b.akamaiedge.net,0.83
a1737.b.akamai.net,a1333.r.akamai.net,0.83
mx.colorado.edu,colorado.edu,0.8
e10087.b.akamaiedge.net,e8960.b.akamaiedge.net,0.78
smtp.gtm.colorado.edu,www.gtm.colorado.edu,0.81
a1991.d.akamai.net,a1996.dscd.akamai.net,0.81
e16841.dsca.akamaiedge.net,e6913.dscx.akamaiedge.net,0.81
p54-buy-lb.itunes-apple.com.akadns.net,p18-buy-lb.itunes-apple.com.akadns.net,0.95
e4518.dscx.akamaiedge.net,e8652.dscx.akamaiedge.net,0.84
a1051.b.akamai.net,a1961.g2.akamai.net,0.79
e607.d.akamaiedge.net,e12767.d.akamaiedge.net,0.83
otis.colorado.edu,rain.colorado.edu,0.82
www.gtm.colorado.edu,www.cs.colorado.edu,0.85
e8652.dscx.akamaiedge.net,e4117.dscg.akamaiedge.net,0.8
a1051.b.akamai.net,a1441.g4.akamai.net,0.79
onedscolprdwus11.westus.cloudapp.azure.com,onedscolprdcus01.centralus.cloudapp.azure.com,0.84
e607.d.akamaiedge.net,e8960.b.akamaiedge.net,0.82
e4728.x.akamaiedge.net,e1597.x.akamaiedge.net,0.82
e1597.x.akamaiedge.net,e12358.g.akamaiedge.net,0.78
e10198.b.akamaiedge.net,e12358.g.akamaiedge.net,0.83
mx.colorado.edu,oit.colorado.edu,0.81
e10198.b.akamaiedge.net,e7178.f.akamaiedge.net,0.83
e12767.d.akamaiedge.net,e1597.x.akamaiedge.net,0.83
e16126.dscg.akamaiedge.net,e6913.dscx.akamaiedge.net,0.81
p54-buy-lb.itunes-apple.com.akadns.net,buy.itunes-apple.com.akadns.net,0.82
a1991.d.akamai.net,a1961.g2.akamai.net,0.84
e1597.x.akamaiedge.net,e8091.a.akamaiedge.net,0.82
la4-c1-ph2.ph2.r.salesforceliveagent.com,la1-c1-ia2.ia2.r.salesforceliveagent.com,0.88
e8652.dscx.akamaiedge.net,e1864.dscd.akamaiedge.net,0.84
e4728.x.akamaiedge.net,e10087.b.akamaiedge.net,0.78
cma.itunes-apple.com.akadns.net,buy.itunes-apple.com.akadns.net,0.9
e27063.dscb.akamaiedge.net,e1864.dscd.akamaiedge.net,0.81
e4728.x.akamaiedge.net,e1329.g.akamaiedge.net,0.82
a1051.b.akamai.net,a1991.d.akamai.net,0.83
e14488.dscw.akamaiedge.net,e4117.dscg.akamaiedge.net,0.81
e19254.dscg.akamaiedge.net,e6913.dscx.akamaiedge.net,0.81
e28142.dscg.akamaiedge.net,e6913.dscx.akamaiedge.net,0.81
e5977.dsce9.akamaiedge.net,e4117.dscg.akamaiedge.net,0.81
e9478.dscx.akamaiedge.net,e8652.dscx.akamaiedge.net,0.84
e8652.dscx.akamaiedge.net,e19254.dscg.akamaiedge.net,0.81
a1051.b.akamai.net,a1737.b.akamai.net,0.83
a1947.z.akamai.net,a1962.z.akamai.net,0.89
e1597.x.akamaiedge.net,e1329.g.akamaiedge.net,0.82
ods-incidents-prod.westus.cloudapp.azure.com,ods-entitlement-prod.westus.cloudapp.azure.com,0.85
e16126.dscg.akamaiedge.net,e14488.dscw.akamaiedge.net,0.81
e4728.x.akamaiedge.net,e12358.g.akamaiedge.net,0.78
a1991.d.akamai.net,a1441.g4.akamai.net,0.79
e9858.dscx.akamaiedge.net,e4117.dscg.akamaiedge.net,0.8
trouter2-azsc-usce-2-b.cloudapp.net,trouter2-azsc-uswe-1-a.cloudapp.net,0.91
mail99.atl51.rsgsv.net,mail117.atl51.rsgsv.net,0.87
mx.colorado.edu,amath.colorado.edu,0.78
e4117.dscg.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.78
e1597.x.akamaiedge.net,e10087.b.akamaiedge.net,0.83
e1597.x.akamaiedge.net,e9533.l.akamaiedge.net,0.82
e12358.g.akamaiedge.net,e11356.g.akamaiedge.net,0.91
a1947.z.akamai.net,a1991.d.akamai.net,0.83
pdns168.ultradns.com,pdns168.ultradns.biz,0.85
a1051.b.akamai.net,a248.b.akamai.net,0.78
e9478.dscx.akamaiedge.net,e19254.dscg.akamaiedge.net,0.81
otis.colorado.edu,oit.colorado.edu,0.88
e16841.dsca.akamaiedge.net,e28142.dscg.akamaiedge.net,0.81
e1864.dscd.akamaiedge.net,e6913.dscx.akamaiedge.net,0.8
e1864.dscd.akamaiedge.net,e4117.dscg.akamaiedge.net,0.8
e4728.x.akamaiedge.net,e9478.dscx.akamaiedge.net,0.8
e10198.b.akamaiedge.net,e12322.b.akamaiedge.net,0.83
e11356.g.akamaiedge.net,e9533.l.akamaiedge.net,0.78
a1051.b.akamai.net,a1947.z.akamai.net,0.78
fmfmobile.fe.apple-dns.net,fmipmobile.fe.apple-dns.net,0.93
utcnist.colorado.edu,otis.colorado.edu,0.8
e4518.dscx.akamaiedge.net,e6913.dscx.akamaiedge.net,0.88
e16126.dscg.akamaiedge.net,e8652.dscx.akamaiedge.net,0.85
e9858.dscx.akamaiedge.net,e16841.dsca.akamaiedge.net,0.81
utcnist.colorado.edu,utcnist2.colorado.edu,0.95
e16126.dscg.akamaiedge.net,e19254.dscg.akamaiedge.net,0.85
e10198.b.akamaiedge.net,e8091.a.akamaiedge.net,0.83
mx.colorado.edu,emm.colorado.edu,0.88
e9858.dscx.akamaiedge.net,e6913.dscx.akamaiedge.net,0.84
a1947.z.akamai.net,a1441.g4.akamai.net,0.79
e14488.dscw.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.85
la4-c1-ph2.ph2.r.salesforceliveagent.com,la1-c2-lo3.lo3.r.salesforceliveagent.com,0.8
e10198.b.akamaiedge.net,e4728.x.akamaiedge.net,0.78
a1737.b.akamai.net,a1947.z.akamai.net,0.83
e12767.d.akamaiedge.net,e8960.b.akamaiedge.net,0.78
e10198.b.akamaiedge.net,e11356.g.akamaiedge.net,0.78
oit.colorado.edu,emm.colorado.edu,0.81
la1-c2-lo3.lo3.r.salesforceliveagent.com,la5-c2-ia5.ia5.r.salesforceliveagent.com,0.82
la1-c1-ia2.ia2.r.salesforceliveagent.com,la1-c2-lo3.lo3.r.salesforceliveagent.com,0.82
e16126.dscg.akamaiedge.net,e1864.dscd.akamaiedge.net,0.81
e4518.dscx.akamaiedge.net,e28142.dscg.akamaiedge.net,0.81
amath.colorado.edu,emm.colorado.edu,0.78
e9478.dscx.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.81
e9858.dscx.akamaiedge.net,e1864.dscd.akamaiedge.net,0.84
la4-c1-ph2.ph2.r.salesforceliveagent.com,la5-c2-ia5.ia5.r.salesforceliveagent.com,0.8
e4518.dscx.akamaiedge.net,e9478.dscx.akamaiedge.net,0.88
e1864.dscd.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.85
e12322.b.akamaiedge.net,e12358.g.akamaiedge.net,0.87
e5977.dsce9.akamaiedge.net,e6913.dscx.akamaiedge.net,0.81
e2c50.gcp.gvt2.com,e2c5.gcp.gvt2.com,0.94
e9858.dscx.akamaiedge.net,e4518.dscx.akamaiedge.net,0.88
wd-prod-ss-us-east-1-fe.eastus.cloudapp.azure.com,wd-prod-cp-us-east-3-fe.eastus.cloudapp.azure.com,0.94
a1333.r.akamai.net,a1962.z.akamai.net,0.78
e10198.b.akamaiedge.net,e8960.b.akamaiedge.net,0.78
p18-buy-lb.itunes-apple.com.akadns.net,buy.itunes-apple.com.akadns.net,0.82
e13646.a.akamaiedge.net,e8091.a.akamaiedge.net,0.78
a1947.z.akamai.net,a1961.g2.akamai.net,0.79
e4518.dscapi7.akamaiedge.net,e4518.dscx.akamaiedge.net,0.86
phet.colorado.edu,pager2.colorado.edu,0.79
e4117.dscg.akamaiedge.net,e6913.dscx.akamaiedge.net,0.84
e16126.dscg.akamaiedge.net,e4117.dscg.akamaiedge.net,0.85
e4518.dscx.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.81
mdns7.hostwindsdns.com,mdns8.hostwindsdns.com,0.95
e9478.dscx.akamaiedge.net,e4117.dscg.akamaiedge.net,0.8
la1-c1-ia2.ia2.r.salesforceliveagent.com,la5-c2-ia5.ia5.r.salesforceliveagent.com,0.9
a1961.g2.akamai.net,a1441.g4.akamai.net,0.84
e16841.dsca.akamaiedge.net,e16126.dscg.akamaiedge.net,0.85
lasp.colorado.edu,amath.colorado.edu,0.78
e28142.dscg.akamaiedge.net,e4117.dscg.akamaiedge.net,0.85
e12322.b.akamaiedge.net,e9533.l.akamaiedge.net,0.78
e9858.dscx.akamaiedge.net,e19254.dscg.akamaiedge.net,0.85
e9858.dscx.akamaiedge.net,e8652.dscx.akamaiedge.net,0.88
e27063.dscb.akamaiedge.net,e6913.dscx.akamaiedge.net,0.81
e4518.dscx.akamaiedge.net,e4117.dscg.akamaiedge.net,0.88
e12767.d.akamaiedge.net,e12322.b.akamaiedge.net,0.83
ns3-16-us-east-1.ec2-rdns.amazonaws.com,ns4-24-us-east-1.ec2-rdns.amazonaws.com,0.92
e607.d.akamaiedge.net,e10087.b.akamaiedge.net,0.83
e5977.dsce9.akamaiedge.net,e9478.dscx.akamaiedge.net,0.81
e16126.dscg.akamaiedge.net,e4518.dscx.akamaiedge.net,0.81
e9478.dscx.akamaiedge.net,e1864.dscd.akamaiedge.net,0.8
phet.colorado.edu,oit.colorado.edu,0.82
e9858.dscx.akamaiedge.net,e14488.dscw.akamaiedge.net,0.81
e16841.dsca.akamaiedge.net,e14868.dsce9.akamaiedge.net,0.81
e1329.g.akamaiedge.net,e12358.g.akamaiedge.net,0.87
e12322.b.akamaiedge.net,e1329.g.akamaiedge.net,0.87
e4518.dscx.akamaiedge.net,e1864.dscd.akamaiedge.net,0.8
e13646.a.akamaiedge.net,e8960.b.akamaiedge.net,0.78
e4518.dscx.akamaiedge.net,e14488.dscw.akamaiedge.net,0.85
e28142.dscg.akamaiedge.net,e8652.dscx.akamaiedge.net,0.85
e28142.dscg.akamaiedge.net,e19254.dscg.akamaiedge.net,0.81
lasp.colorado.edu,rain.colorado.edu,0.82
e12322.b.akamaiedge.net,e10087.b.akamaiedge.net,0.83
e9478.dscx.akamaiedge.net,e14488.dscw.akamaiedge.net,0.85
e28142.dscg.akamaiedge.net,e1864.dscd.akamaiedge.net,0.85
a1051.b.akamai.net,a1333.r.akamai.net,0.78
a1863.dscb.akamai.net,a1996.dscd.akamai.net,0.81
e1329.g.akamaiedge.net,e11356.g.akamaiedge.net,0.87
e16841.dsca.akamaiedge.net,e14488.dscw.akamaiedge.net,0.81
e5048.dsca.akamaiedge.net,e1875.dscg.akamaiedge.net,0.8
e6858.dscx.akamaiedge.net,e9659.dspg.akamaiedge.net,0.8
e12930.dscj.akamaiedge.net,e27504.dsca.akamaiedge.net,0.81
a1488.dscd.akamai.net,a1363.dscg.akamai.net,0.81
a1488.dscd.akamai.net,a1911.dscq.akamai.net,0.81
a2047.dscb.akamai.net,a2047.mm2.akamai.net,0.81
e12930.dscj.akamaiedge.net,e14245.dscb.akamaiedge.net,0.81
e4350.dscd.akamaiedge.net,e7876.dscg.akamaiedge.net,0.8
e5048.dsca.akamaiedge.net,e11720.dsca.akamaiedge.net,0.81
qtl.colorado.edu,cs.colorado.edu,0.81
e78038.dsca.akamaiedge.net,e7695.dscg.akamaiedge.net,0.81
a1363.dscg.akamai.net,a122.dscg3.akamai.net,0.81
e7876.dscg.akamaiedge.net,e13678.dscb.akamaiedge.net,0.81
e17513.dscd.akamaiedge.net,e12930.dscj.akamaiedge.net,0.81
a1488.dscd.akamai.net,a1993.dscq.akamai.net,0.81
e27504.dsca.akamaiedge.net,e7695.dscg.akamaiedge.net,0.81
e13678.dscb.akamaiedge.net,e78038.dsca.akamaiedge.net,0.81
e4350.dscd.akamaiedge.net,e7695.dscg.akamaiedge.net,0.8
e4350.dscd.akamaiedge.net,e11720.dsca.akamaiedge.net,0.81
a1911.dscq.akamai.net,a1363.dscg.akamai.net,0.81
a1956.dscb.akamai.net,a2047.dscb.akamai.net,0.81
e5048.dsca.akamaiedge.net,e11076.dscf.akamaiedge.net,0.81
e4350.dscd.akamaiedge.net,e14245.dscb.akamaiedge.net,0.81
e4350.dscd.akamaiedge.net,e12930.dscj.akamaiedge.net,0.81
e11720.dsca.akamaiedge.net,e14245.dscb.akamaiedge.net,0.81
e7876.dscg.akamaiedge.net,e27504.dsca.akamaiedge.net,0.81
e12930.dscj.akamaiedge.net,e7695.dscg.akamaiedge.net,0.81
e17513.dscd.akamaiedge.net,e13678.dscb.akamaiedge.net,0.81
e7876.dscg.akamaiedge.net,e11720.dsca.akamaiedge.net,0.81
a2047.mm3.akamai.net,a2047.dscb.akamai.net,0.81
e13678.dscb.akamaiedge.net,e7695.dscg.akamaiedge.net,0.81
e12930.dscj.akamaiedge.net,e13678.dscb.akamaiedge.net,0.81
a1956.dscb.akamai.net,a1488.dscd.akamai.net,0.81
e17513.dscd.akamaiedge.net,e7695.dscg.akamaiedge.net,0.81
e751.dscx.akamaiedge.net,e78038.dsca.akamaiedge.net,0.81
e27504.dsca.akamaiedge.net,e1875.dscg.akamaiedge.net,0.81
e11720.dsca.akamaiedge.net,e10770.a.akamaiedge.net,0.81
e5048.dsca.akamaiedge.net,e13678.dscb.akamaiedge.net,0.81
e17513.dscd.akamaiedge.net,e11076.dscf.akamaiedge.net,0.81
e17513.dscd.akamaiedge.net,e6858.dscx.akamaiedge.net,0.81
a1956.dscb.akamai.net,a1887.dscq.akamai.net,0.81
e116479.dscb.akamaiedge.net,e11720.dsca.akamaiedge.net,0.81
e17513.dscd.akamaiedge.net,e11720.dsca.akamaiedge.net,0.81
a1956.dscb.akamai.net,a1363.dscg.akamai.net,0.81
e116479.dscb.akamaiedge.net,e1875.dscg.akamaiedge.net,0.81
e27504.dsca.akamaiedge.net,e6858.dscx.akamaiedge.net,0.81
e17513.dscd.akamaiedge.net,e14245.dscb.akamaiedge.net,0.81
e17513.dscd.akamaiedge.net,e78038.dsca.akamaiedge.net,0.81
e751.dscx.akamaiedge.net,e11720.dsca.akamaiedge.net,0.81
